議題類型,議題索引鍵,議題 ID,摘要,受託人,受託人 ID,回報者,回報者 ID,優先順序,狀態,解決方法,已建立,已更新,截止日期
漏洞,RSGCBH-3,73762,0624【Uat】機台新遊戲 - 賞金獵人-免遊最後一把無贏分 無法點擊Spin結束畫面,Jenny Dai,712020:76c4490a-909d-4b6c-8e43-763fa4da4101,QA-Thomas,712020:a4ed337d-b668-43e3-9ff7-fa923c3e6f0a,Medium,結案,,24/六月/26 2:59 下午,03/七月/26 5:05 下午,
漏洞,RSGCBH-2,73759,0624【Uat】機台新遊戲 - 賞金獵人-點擊購買特色後再快速點Spin會重複音效,Jenny Dai,712020:76c4490a-909d-4b6c-8e43-763fa4da4101,QA-Thomas,712020:a4ed337d-b668-43e3-9ff7-fa923c3e6f0a,Medium,結案,,24/六月/26 2:44 下午,03/七月/26 5:05 下午,
漏洞,RSGCBH-1,73758,0624【Uat】機台新遊戲 - 賞金獵人-進入遊戲的讀取動畫遲緩,Jenny Dai,712020:76c4490a-909d-4b6c-8e43-763fa4da4101,QA-Thomas,712020:a4ed337d-b668-43e3-9ff7-fa923c3e6f0a,Medium,結案,,24/六月/26 2:37 下午,03/七月/26 5:04 下午,
漏洞,RSGCPOW2-32,73741,倍數球快速收集動畫異常,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,23/六月/26 5:22 下午,23/六月/26 5:22 下午,
漏洞,RSGCMC-121,73717,"遊戲遊玩一半返回大廳,系統卡死(後續重開機 遊戲少一款)",Crimson 丹合,712020:363a0144-b688-4c80-b105-43b49fbefa89,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,23/六月/26 2:58 下午,23/六月/26 2:58 下午,
漏洞,RSGCMC-120,73716,機台BET實體按鍵加減時流暢度較低,Crimson 丹合,712020:363a0144-b688-4c80-b105-43b49fbefa89,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,23/六月/26 2:54 下午,24/六月/26 5:08 下午,
漏洞,RSGCCC-28,73710,0626【Hotfix】【R1】機台遊戲有請財神閃退-重啟程式後加載遊戲/遊玩遊戲 均會出現閃退情況,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,23/六月/26 11:52 上午,24/六月/26 9:46 上午,
漏洞,RSGCPOW2-31,73693,累積倍數在增加倍數時加總錯誤,Gms,5d147d02e207030bd3c6bdd2,SimonHou,5f150b9f7e510c00156a3d18,Medium,結案,,23/六月/26 9:53 上午,23/六月/26 5:09 下午,
漏洞,RSGCMC-119,73689,0622 【Uat】系統診斷與硬體異常檢測功能-多語系文案與規格不符,SimonHou,5f150b9f7e510c00156a3d18,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,22/六月/26 7:55 下午,28/七月/26 8:49 上午,
漏洞,RSGCMC-117,73666,"0622 【Uat】【R1】JP看板及滾分優化-JP拉到機台後,等待別台機台再次中JP,不會紀錄到原機台中獎資訊",color,712020:ef570a76-cebe-487d-a589-bfc30cc2be39,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,22/六月/26 2:27 下午,25/六月/26 6:07 下午,
漏洞,RSGCMC-118,73663,0622 【Uat】【R1】JP看板及滾分優化-JP中獎機台訊息未消失,Gms,5d147d02e207030bd3c6bdd2,QA-Thomas,712020:a4ed337d-b668-43e3-9ff7-fa923c3e6f0a,Medium,觀察中,,22/六月/26 2:14 下午,25/六月/26 6:29 下午,
漏洞,RSGCMC-116,73656,0622 【Uat】【R1】JP看板及滾分優化-JP網頁 輸入帳號密碼時會有異常情況(帳號密碼欄位快速跳轉),Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,22/六月/26 11:33 上午,25/六月/26 6:08 下午,
漏洞,RSGCMC-115,73459,主機模擬面板按鈕都會連點兩次,Gms,5d147d02e207030bd3c6bdd2,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,未解決問題,,16/六月/26 11:12 上午,16/六月/26 11:13 上午,
漏洞,RSGCCC-23,73409,開啟turbo消線音效會變小聲,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,12/六月/26 3:28 下午,12/六月/26 3:28 下午,
漏洞,RSGCMC-114,73358,"0610 【Uat】【R1】自動解開招功能-確認購買免遊時無阻擋機台側邊按鈕,此會導致進免遊當下可改變DENOM",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,11/六月/26 1:44 下午,12/六月/26 11:36 上午,
漏洞,RSGCMC-113,73348,"0610 【Uat】【R1】自動解開招功能-如開招面額與初始面額不同,解招後面額視窗會顯示為初始面額",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,10/六月/26 5:20 下午,11/六月/26 4:59 下午,
漏洞,RSGCSC-92,73346,"0610 【Uat】【R1】Buy Feature 調整押注額功能 優化-如購買免遊bet區間大於或小於普通遊戲bet,離開免遊秀線會有異常情況",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,10/六月/26 5:07 下午,11/六月/26 4:04 下午,
漏洞,RSGCMC-112,73343,0610 【Uat】【R1】自動解開招功能-開招即過招無法觸發自動過招流程,SimonHou,5f150b9f7e510c00156a3d18,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,觀察中,,10/六月/26 4:36 下午,11/六月/26 1:54 下午,
漏洞,RSGCPOW2-30,73203,機台新遊戲 - 雷神2 倍率球升級重疊展示,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,05/六月/26 3:03 下午,05/六月/26 3:03 下午,
漏洞,RSGCPOW2-29,73184,機台新遊戲 - 雷神2 遊玩出現螢幕變暗情況,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,04/六月/26 5:22 下午,04/六月/26 5:22 下午,
漏洞,RSGCPOW2-28,73171,機台新遊戲 - 雷神2 大獎動畫異常,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,已解決,,04/六月/26 3:27 下午,10/六月/26 4:49 下午,
漏洞,RSGCSC-91,73053,"0602【Uat】【R2】Buy Feature 下注調整、Betlevel、JP滾分表演-全遊戲-餘額不足開啟購買免遊選單調整bet,自動轉按鈕會亮起",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,03/六月/26 10:27 上午,03/六月/26 10:29 上午,
漏洞,RSGCGC-10,73043,0602【Uat】【R2】Buy Feature 下注調整、Betlevel、JP滾分表演-金雞報喜-開啟購買免遊選單bet/面額/快速轉按鈕會壓暗,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,02/六月/26 3:23 下午,04/六月/26 12:46 下午,
漏洞,RSGCMC-111,73038,"0602 【Uat】【R1】開招活動帳務計算調整-後台報表-機台報表/交班報表-利潤應為開分 - 洗分,但實做為開分 - 洗分 - 餘分",Crimson 丹合,712020:363a0144-b688-4c80-b105-43b49fbefa89,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,02/六月/26 2:49 下午,03/六月/26 11:29 上午,
漏洞,RSGCMC-110,72846,"0526【Uat】【R1】Buy Feature 下注調整、Betlevel、JP前端優化-後端設定購買免遊BetLV大於押分時,前台吃不到值",Michael Kuo,5c89ca3a5db2976adad4630e,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,27/五月/26 2:23 下午,04/六月/26 9:58 上午,
漏洞,RSGCCC-22,72844,"0526 【Uat】【R1】Buy Feature 下注調整、Betlevel、JP前端優化-購買免遊視窗開啟時,背景遮罩沒有全螢幕",LuluHsu,712020:e0539f60-c2ea-4126-91fc-2e267711c91b,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,27/五月/26 2:19 下午,02/六月/26 2:55 下午,
漏洞,RSGCSC-90,72840,"0526 【Uat】【R1】Buy Feature 下注調整、Betlevel、JP前端優化-全遊戲-如購買免遊餘額不足,確認後回到遊戲bet不會變回BG押分下限",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,27/五月/26 11:33 上午,02/六月/26 4:34 下午,
漏洞,RSGCSC-86,72829,"0526 【Uat】【R1】Buy Feature 下注調整、Betlevel、JP前端優化-全遊戲-如購買免遊餘額不足,後續切換面額異常 ",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,27/五月/26 11:06 上午,02/六月/26 4:31 下午,
漏洞,RSGCSC-85,72824,0526 【Uat】【R1】Buy Feature 下注調整、Betlevel、JP前端優化-多款遊戲-確認購買免遊時仍可調整BET,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/五月/26 6:37 下午,04/六月/26 10:25 上午,
漏洞,RSGCSC-83,72799,0526【Uat】【R1】Buy Feature 下注調整、Betlevel、JP前端優化-UAT-麻將發了2/戰神呂布/大過年3/金雞報喜-說明頁周圍黑邊會擋住部分文字 ,Gms,5d147d02e207030bd3c6bdd2,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,26/五月/26 3:45 下午,02/六月/26 3:06 下午,
漏洞,RSGCSC-84,72794,0526 【Uat】【R1】Buy Feature 下注調整、Betlevel、JP前端優化-英文押分選項與選擇面額彈窗文字顯示與文件不符,SimonHou,5f150b9f7e510c00156a3d18,QA-lilyxue,712020:86477558-f0c1-418e-912c-404a71e564bf,Medium,結案,,26/五月/26 2:48 下午,02/六月/26 3:00 下午,
漏洞,RSGCLEG-17,72793,0526【Uat】【R1】Buy Feature 下注調整、Betlevel、JP前端優化-戰神呂布-英-購買特色文案顯示中文字,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,26/五月/26 2:36 下午,02/六月/26 3:02 下午,
漏洞,RSGCMC-108,72788,0526【Uat】【R2】透過設定進行紙鈔機斷電-初次更版會導致紙鈔機為不吃鈔狀態(機台設定為啟用),gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/五月/26 2:07 下午,26/五月/26 4:23 下午,
漏洞,RSGCMC-107,72785,0526【Uat】【R1】Buy Feature 下注調整、Betlevel、JP前端優化-長按「加/減押分」無法開啟押分選項彈窗,Gms,5d147d02e207030bd3c6bdd2,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,觀察中,,26/五月/26 1:40 下午,28/五月/26 9:30 上午,
漏洞,RSGCMC-106,72714,"0521【Prod】懷憶版升級測試 - 雷神2 - 升級後重啟機台,後續第一次進入”雷神2”會有卡讀取情況",Jie Xia,6000165fd3649601391b433e,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,25/五月/26 1:08 下午,12/六月/26 1:39 下午,
改善,RSGCPOW2-27,72689,-,,,Gms,5d147d02e207030bd3c6bdd2,Medium,待辦,,23/五月/26 2:45 下午,23/五月/26 2:46 下午,
漏洞,RSGCPOW2-26,72688,機台新遊戲 - 雷神2 開啟ExtraBet，再點擊購買特色後，進行Bet調整 Bet顯示異常,Gms,5d147d02e207030bd3c6bdd2,Gms,5d147d02e207030bd3c6bdd2,Medium,結案,,23/五月/26 2:45 下午,04/六月/26 5:30 下午,
漏洞,RSGCPOW2-25,72687,機台新遊戲 - 雷神2 - Spin無贏分、JP滾分時存款，存款金額不會更新,Gms,5d147d02e207030bd3c6bdd2,Gms,5d147d02e207030bd3c6bdd2,Medium,結案,,23/五月/26 2:45 下午,27/五月/26 11:25 上午,
漏洞,RSGCPOW2-24,72686,機台新遊戲 - 雷神2 遊戲紀錄BigWin被進行截圖,Gms,5d147d02e207030bd3c6bdd2,Gms,5d147d02e207030bd3c6bdd2,Medium,結案,,23/五月/26 2:45 下午,27/五月/26 11:18 上午,
漏洞,RSGCSC-82,72671,押分大於2000會導致無法購買免遊,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,22/五月/26 2:45 下午,02/六月/26 4:28 下午,
漏洞,RSGCPOW2-23,72641,"0520 【Prod】機台新遊戲 - 雷神2-JP動畫無法透過""空白鍵""關閉",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,21/五月/26 1:47 下午,21/五月/26 10:02 下午,
漏洞,RSGCMC-105,72610,"設定-診斷工具-機箱測試-開啟紙鈔燈(面板BV)後離開此頁面,紙鈔燈仍為亮起狀態",gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,20/五月/26 2:41 下午,26/五月/26 2:14 下午,
漏洞,RSGCMC-104,72609,"0520 【Uat】【R1】透過設定進行停紙鈔機斷電-變更紙鈔機狀態後,無須套用即可成功修改",gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,20/五月/26 2:22 下午,26/五月/26 2:16 下午,
漏洞,RSGCMC-103,72608,"0520 【Uat】【R1】透過設定進行停紙鈔機斷電-停用紙鈔機後重啟機器,紙鈔機變為可吃鈔狀態",gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,20/五月/26 2:07 下午,26/五月/26 2:20 下午,
漏洞,RSGCPOW2-22,72543,0518【Uat】【R2】機台新遊戲 - 雷神2-購買特色按鈕可與功能列同時點擊,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,18/五月/26 3:24 下午,19/五月/26 4:12 下午,
漏洞,RSGCMC-102,72367,0512【Uat】【R1】同老闆跨店彩金-JP彩金頁面無自動刷新,Michael Kuo,5c89ca3a5db2976adad4630e,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,14/五月/26 11:24 上午,15/五月/26 8:28 下午,
漏洞,RSGCMC-101,72363,0512【Uat】【R1】同老闆跨店彩金-JP後台-頁面規格確認,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,14/五月/26 11:12 上午,15/五月/26 8:25 下午,
漏洞,RSGCMC-100,72360,0512【Uat】【R1】同老闆跨店彩金-JP後台-JP被拉中後彩池數值不會回到起始值,willwang,712020:e3e6897d-4e58-466c-bff1-4602694dc269,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,14/五月/26 10:51 上午,15/五月/26 8:25 下午,
漏洞,RSGCMC-99,72353,0512【Uat】【R1】同老闆跨店彩金-JP後台-輸入欄位會有預設帳號密碼,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,14/五月/26 10:09 上午,15/五月/26 5:16 下午,
漏洞,RSGCPOW2-20,71882,0505【Uat】【R1】機台新遊戲 - 雷神2 - Bet選單若同時點擊押分/確認 會導致後續押分選項為亮起狀態,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,07/五月/26 3:37 下午,18/五月/26 11:53 上午,
漏洞,RSGCPOW2-19,71881,0505【Uat】【R1】機台新遊戲 - 雷神2 - 餘額若低於bet 無法點擊BET區開啟投注選單,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,07/五月/26 3:33 下午,18/五月/26 11:52 上午,
漏洞,RSGCPOW2-18,71880,0505【Uat】【R1】機台新遊戲 - 雷神2 - 餘額若低於bet 無法透過'spin'按鈕關閉 面額/投注選單,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,07/五月/26 3:30 下午,18/五月/26 11:52 上午,
漏洞,RSGCPOW2-17,71864,"0505【Uat】【R1】機台新遊戲 - 雷神2 - 透過購買免遊視窗調整bet會導致jp壓透明,進入fg也為透明狀態",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,07/五月/26 10:55 上午,23/七月/26 5:18 下午,
漏洞,RSGCPOW2-16,71862,0505【Uat】【R1】機台新遊戲 - 雷神2 - 購買特色閥值非限制實際金額,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,07/五月/26 10:46 上午,18/五月/26 11:35 上午,
漏洞,RSGCPOW2-15,71861,0505【Uat】【R1】機台新遊戲 - 雷神2 - 轉動不會累積jp/不會中jp,color,712020:ef570a76-cebe-487d-a589-bfc30cc2be39,QA-Thomas,712020:a4ed337d-b668-43e3-9ff7-fa923c3e6f0a,Medium,結案,,07/五月/26 10:39 上午,23/七月/26 5:18 下午,
漏洞,RSGCPOW2-13,71844,0505【Uat】【R1】機台新遊戲 - 雷神2 - 全語系 - BUY FEATURE新增調整押分功能缺少'當前使用押分'文案,SimonHou,5f150b9f7e510c00156a3d18,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,觀察中,,06/五月/26 7:57 下午,14/五月/26 11:16 上午,
漏洞,RSGCPOW2-12,71843,"0505【Uat】【R1】機台新遊戲 - 雷神2 - 同時點擊押分選單/面額選單 按鈕,可同時打開兩視窗",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,06/五月/26 6:49 下午,18/五月/26 11:51 上午,
漏洞,RSGCPOW2-11,71819,0505【Uat】【R1】機台新遊戲 - 雷神2 - 免遊符號無滾分動畫(BG、Retrigger),SimonHou,5f150b9f7e510c00156a3d18,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,06/五月/26 11:44 上午,18/五月/26 10:56 上午,
漏洞,RSGCPOW2-10,71818,0505【Uat】【R1】機台新遊戲 - 雷神2 - 調整面額/Bet下注不會跳BigWin,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Thomas,712020:a4ed337d-b668-43e3-9ff7-fa923c3e6f0a,Medium,結案,,06/五月/26 11:18 上午,23/七月/26 5:18 下午,
漏洞,RSGCPOW2-9,71815,0505【Uat】【R1】機台新遊戲 - 雷神2 - 缺少雷暴相關文案,SimonHou,5f150b9f7e510c00156a3d18,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,05/五月/26 5:40 下午,10/六月/26 4:14 下午,
漏洞,RSGCPOW2-8,71814,0505【Uat】【R1】機台新遊戲 - 雷神2 - 全語系 - Retrigger文案與規格不符,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,05/五月/26 5:24 下午,18/五月/26 11:07 上午,
漏洞,RSGCPOW2-7,71812,0505【Uat】【R1】機台新遊戲 - 雷神2 - 全語系 - HELP缺少'以上皆為倍數符號'文案,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,05/五月/26 5:12 下午,18/五月/26 11:04 上午,
漏洞,RSGCPOW2-6,71811,0505【Uat】【R1】機台新遊戲 - 雷神2 - 滾分動畫異常,SimonHou,5f150b9f7e510c00156a3d18,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,05/五月/26 4:44 下午,18/五月/26 10:54 上午,
漏洞,RSGCPOW2-5,71808,0505【Uat】【R1】機台新遊戲 - 雷神2 - 英文 - ExtraBet文字與規格不符,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Thomas,712020:a4ed337d-b668-43e3-9ff7-fa923c3e6f0a,Medium,結案,,05/五月/26 4:22 下午,18/五月/26 11:03 上午,
漏洞,RSGCPOW2-4,71807,0505【Uat】【R1】機台新遊戲 - 雷神2 - 額外押分動畫中 其餘功能無禁能,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,05/五月/26 4:11 下午,18/五月/26 11:02 上午,
漏洞,RSGCPOW2-3,71806,0505【Uat】【R1】機台新遊戲 - 雷神2 - 英文 - 神韻一擊缺少標語,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Thomas,712020:a4ed337d-b668-43e3-9ff7-fa923c3e6f0a,Medium,結案,,05/五月/26 4:10 下午,23/七月/26 5:18 下午,
漏洞,RSGCPOW2-2,71800,0505【Uat】【R1】機台新遊戲 - 雷神2 - 英文 - Help文件與規格不符,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Thomas,712020:a4ed337d-b668-43e3-9ff7-fa923c3e6f0a,Medium,結案,,05/五月/26 3:42 下午,23/七月/26 5:18 下午,
漏洞,RSGCPOW2-1,71799,0505【Uat】【R1】機台新遊戲 - 雷神2-最大贏分即停數字機率會消失,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Thomas,712020:a4ed337d-b668-43e3-9ff7-fa923c3e6f0a,Medium,觀察中,,05/五月/26 3:32 下午,08/五月/26 4:07 下午,
漏洞,RSGCMC-98,71649,"0428【Prod】Royal Console後台匯出Excel功能-後台-機台報表-第三層”開分""欄位內容 “1,000.00 (開招)”，EXCEL輸出後少了""()""，且無千分位",willwang,712020:e3e6897d-4e58-466c-bff1-4602694dc269,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,觀察中,,28/四月/26 1:49 下午,29/四月/26 11:26 上午,
漏洞,RSGCMC-97,71600,"0422【Uat】【R1】洗分面板顯示當前額度與左下角顯示總分不一致問題-遊戲滾輪中入鈔,停輪後不會自動刷新餘額(無贏分)",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,27/四月/26 11:07 上午,14/五月/26 11:15 上午,
漏洞,RSGCMC-96,71599,0422【Uat】【R1】洗分面板顯示當前額度與左下角顯示總分不一致問題-餘額不足後SPIN會導致後續開分入鈔 無法正常SPIN,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,27/四月/26 11:02 上午,14/五月/26 11:15 上午,
漏洞,RSGCMC-95,71457,0422【Uat】【R1】Royal Console後台匯出Excel功能-後台-贏輸報表-第一、二層欄位名稱EXCEL輸出後不符,willwang,712020:e3e6897d-4e58-466c-bff1-4602694dc269,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,22/四月/26 11:54 上午,23/七月/26 5:19 下午,
漏洞,RSGCMC-94,71419,"0416【Uat】【R1】艾訊IPC換Quixant 兼容測試-JP滾分動畫中入鈔,總分不會刷新(需spin一把或離開遊戲)",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,21/四月/26 1:33 下午,23/七月/26 5:19 下午,
漏洞,RSGCMC-93,71268,0416【Uat】【R1】艾訊IPC換Quixant 兼容測試-快速進出設定頁面會導致燈號顯示異常,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,20/四月/26 5:22 下午,23/七月/26 5:17 下午,
漏洞,RSGCL-46,71210,0416【Uat】【R1】艾訊IPC換Quixant 兼容測試-面額順序沒有由小到大,Michael Kuo,5c89ca3a5db2976adad4630e,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,20/四月/26 1:49 下午,23/七月/26 5:18 下午,
漏洞,RSGCMC-92,71121,"0416【Uat】【R1】艾訊IPC換Quixant 兼容測試-遊戲中打開面板後開啟暫停服務,會導致後續關閉面板無法透過設定離開此狀態",gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,17/四月/26 4:24 下午,23/七月/26 5:18 下午,
漏洞,RSGCMC-91,71095,0416【Uat】【R1】艾訊IPC換Quixant 兼容測試-洗分或開招導致餘額不足購買免遊時購買免遊會彈跳Code:60,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,17/四月/26 3:28 下午,23/七月/26 5:18 下午,
漏洞,RSGCLEG-16,70958,0416【Uat】【R1】艾訊IPC換Quixant 兼容測試-戰神呂布-FG結束結算頁面動畫異常,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,16/四月/26 6:26 下午,23/七月/26 5:18 下午,
漏洞,RSGCL-45,70954,0416【Uat】【R1】艾訊IPC換Quixant 兼容測試-遊戲紀錄切換頁面時會有破圖情況,Jie Xia,6000165fd3649601391b433e,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,16/四月/26 5:35 下午,23/七月/26 5:18 下午,
漏洞,RSGCMC-90,70938,0416【Uat】【R1】艾訊IPC換Quixant 兼容測試-機台右側計數器目前無法連續滾動(每五次會短暫停止),gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,16/四月/26 4:00 下午,23/七月/26 5:18 下午,
漏洞,RSGCSC-81,70936,0416【Uat】【R1】艾訊IPC換Quixant 兼容測試-JP門檻限制與規格不符,Crimson 丹合,712020:363a0144-b688-4c80-b105-43b49fbefa89,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,16/四月/26 3:54 下午,23/七月/26 5:18 下午,
漏洞,RSGCMC-89,70931,0416【Uat】【R1】艾訊IPC換Quixant 兼容測試-遊玩/閒置時頻繁出現卡頓情況,Jie Xia,6000165fd3649601391b433e,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,16/四月/26 3:21 下午,23/七月/26 5:18 下午,
漏洞,RSGCMC-88,70596,"0408【Uat】【R2】機台開招功能-如開分額度上限設過低,導致可開分金額小於單次開分上限,錯誤訊息會重疊展示",gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,08/四月/26 4:33 下午,21/四月/26 5:11 下午,
