議題類型,議題索引鍵,議題 ID,摘要,受託人,受託人 ID,回報者,回報者 ID,優先順序,狀態,解決方法,已建立,已更新,截止日期
漏洞,RSGCHF-6,59027,0112【Uat】【R1】機台遊戲四款-開心農場-英-HELP內文與文件不符,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,21/一月/26 10:26 上午,21/四月/26 5:38 下午,
漏洞,RSGCLD-4,58918,0112【Uat】【R1】機台遊戲四款-狗來富-盤面出現期待動畫，待完全停輪後只有前兩個BONUS會持續顯示動畫,Gms,5d147d02e207030bd3c6bdd2,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,20/一月/26 5:18 下午,21/四月/26 5:38 下午,
漏洞,RSGCSC-32,58837,0112 【Uat】【R1】機台遊戲四款-全遊戲-有贏分時切換押分，贏分不會歸０,Gms,5d147d02e207030bd3c6bdd2,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,20/一月/26 3:02 下午,21/四月/26 5:38 下午,
漏洞,RSGCGC-5,58663,0112 【Uat】【R1】機台遊戲四款-金雞報喜-全語系-WILD圖示錯誤,LuluHsu,712020:e0539f60-c2ea-4126-91fc-2e267711c91b,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,20/一月/26 11:03 上午,21/四月/26 5:39 下午,
漏洞,RSGCSC-31,58528,"0119【Uat】【R2】機台遊戲六款-雷神之錘、戰神呂布、有請財神-快速轉動功能,動畫顯示異常",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,19/一月/26 7:55 下午,21/四月/26 5:39 下午,
漏洞,RSGCMC-29,58527,0119【Uat】【R2】機台大廳-開分/洗分視窗-取消鍵英文錯誤,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,19/一月/26 7:38 下午,30/一月/26 10:47 上午,
漏洞,RSGCL-19,58282,0105【Uat】【R1】機台大廳-全語系-歷史紀錄頁面上一筆、下一筆按鈕文字與規格書不符,Ian,712020:16e2ac38-40fa-4fda-9c70-352e4a9163b1,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,16/一月/26 2:29 下午,21/四月/26 5:39 下午,
改善,RSGCL-18,58281,0105【Uat】【R1】機台大廳-面額視窗點開後，切換面額不會自動關閉,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,完成,完成,16/一月/26 1:58 下午,06/二月/26 9:16 上午,
漏洞,RSGCL-17,58280,0105【Uat】【R1】機台大廳-音量、面額點擊時，週圍底部會有長方形透黑色塊,Ian,712020:16e2ac38-40fa-4fda-9c70-352e4a9163b1,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,16/一月/26 1:49 下午,21/四月/26 5:39 下午,
漏洞,RSGCMC-22,58253,"0105【Uat】【R1】機台大廳-使用工具面板File-Quit關閉程式後,紙鈔機仍為開啟狀態",gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,16/一月/26 11:16 上午,21/四月/26 5:39 下午,
漏洞,RSGCMC-21,58199,0105【Uat】【R1】機台大廳-特殊操作下紙鈔會吐出 但會入金成功,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Highest,結案,,15/一月/26 9:37 下午,21/四月/26 5:39 下午,
漏洞,RSGCMC-20,58198,"0105【Uat】【R1】機台大廳-遊戲滾輪中入鈔,停輪後不會自動刷新餘額(無贏分)",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,15/一月/26 9:14 下午,30/四月/26 3:02 下午,
漏洞,RSGCL-16,58196,0105【Uat】【R1】機台大廳-JP排序與規格文件不符（大廳/JP頁面）,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,15/一月/26 6:29 下午,21/四月/26 5:39 下午,
改善,RSGCHF-5,58186,0112【Uat】【R1】機台遊戲四款-開心農場-大獎表演動畫異常,Crimson 丹合,712020:363a0144-b688-4c80-b105-43b49fbefa89,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,待辦,,15/一月/26 4:58 下午,14/五月/26 11:19 上午,
漏洞,RSGCRM-7,58184,0112【Uat】【R1】機台遊戲四款-麻將發了-免遊無贏分-結算頁面確認按鈕功能異常,kemeterchang,712020:89412c0f-f142-4686-9760-6139539212fe,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,15/一月/26 4:41 下午,21/四月/26 5:39 下午,
漏洞,RSGCRM-6,58183,0112【Uat】【R1】機台遊戲四款-麻將發了-免遊無贏分-結算頁面音效播放異常,kemeterchang,712020:89412c0f-f142-4686-9760-6139539212fe,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,15/一月/26 4:39 下午,21/四月/26 5:39 下午,
漏洞,RSGCRM-5,58181,0112【Uat】【R1】機台遊戲四款-麻將發了-繁體-說明頁免費旋轉特色文案與規格文案不符,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,15/一月/26 4:16 下午,21/四月/26 5:39 下午,
漏洞,RSGCRM-4,58170,0112【Uat】【R1】機台遊戲四款-麻將發了-說明頁下方圖點顯示異常,kemeterchang,712020:89412c0f-f142-4686-9760-6139539212fe,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,15/一月/26 3:15 下午,21/四月/26 5:39 下午,
漏洞,RSGCRM-3,58169,0112【Uat】【R1】機台遊戲四款-麻將發了-繁體-滾輪表上方文案與規格不符,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,15/一月/26 3:09 下午,21/四月/26 5:39 下午,
漏洞,RSGCRM-2,58166,0112【Uat】【R1】機台遊戲四款-麻將發了-繁體-廣告文與規格文案不符,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,15/一月/26 3:01 下午,21/四月/26 5:39 下午,
漏洞,RSGCMC-25,58162,0105【Uat】【R1】機台大廳-洗分-全洗分作法確認,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,15/一月/26 2:37 下午,21/四月/26 5:39 下午,
漏洞,RSGCMC-26,58160,0105【Uat】【R1】機台大廳-開分/洗分-確認彈窗點擊取消，不會保留原本輸入額度,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,15/一月/26 2:34 下午,21/四月/26 5:39 下午,
漏洞,RSGCMC-27,58159,0105【Uat】【R1】機台大廳-開分/洗分-確認彈窗內的數字不會顯示千分位,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,15/一月/26 2:32 下午,21/四月/26 5:39 下午,
漏洞,RSGCHF-4,58155,0112【Uat】【R1】機台遊戲四款-開心農場-英-廣告文與規格書不符,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,15/一月/26 1:55 下午,21/四月/26 5:39 下午,
漏洞,RSGCGC-4,58154,0112 【Uat】【R1】機台遊戲四款-金雞報喜-英文-免遊無贏分文案顯示中文,LuluHsu,712020:e0539f60-c2ea-4126-91fc-2e267711c91b,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,15/一月/26 1:55 下午,21/四月/26 5:39 下午,
漏洞,RSGCGC-3,58148,0112 【Uat】【R1】機台遊戲四款-金雞報喜-全語系-免遊無贏分確認文案錯誤,LuluHsu,712020:e0539f60-c2ea-4126-91fc-2e267711c91b,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,15/一月/26 1:47 下午,21/四月/26 5:39 下午,
漏洞,RSGCMC-19,58140,0105【Uat】【R1】機台大廳-機台側邊設定按鈕-遊戲轉動中無禁能,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,15/一月/26 1:32 下午,21/四月/26 5:39 下午,
改善,RSGCSC-30,58139,"0112 【Uat】【R1】機台遊戲四款-Bet最小/最大時,加減押分沒有禁能",Crimson 丹合,712020:363a0144-b688-4c80-b105-43b49fbefa89,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,待辦,,15/一月/26 1:30 下午,14/五月/26 11:18 上午,
漏洞,RSGCMC-18,58067,"0105【Uat】【R1】機台大廳-計數器-全洗分金額有小數點,洗分後計數器不會作用",gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,14/一月/26 10:13 下午,21/四月/26 5:40 下午,
漏洞,RSGCMC-17,58066,0105【Uat】【R1】機台大廳-診斷工具-觸控測試-清除實體按鈕無作用,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,14/一月/26 9:52 下午,21/四月/26 5:40 下午,
漏洞,RSGCMC-16,58065,0105【Uat】【R1】機台大廳-按鍵測試頁面-離開功能異常,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,14/一月/26 9:49 下午,21/四月/26 5:40 下午,
漏洞,RSGCL-12,58064,"0105【Uat】【R1】機台大廳-大廳頁面切換後,需再次點擊任意位置,切頁按鈕才會熄滅",Ian,712020:16e2ac38-40fa-4fda-9c70-352e4a9163b1,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,14/一月/26 9:37 下午,21/四月/26 5:40 下午,
漏洞,RSGCMC-14,58063,"0105【Uat】【R1】機台大廳-音量控制頁面-測試""game""音效後離開頁面仍有音效",gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,14/一月/26 9:32 下午,21/四月/26 5:40 下午,
漏洞,RSGCMC-13,58062,0105【Uat】【R1】機台大廳-遊戲列表設定頁面-部分實體按鈕點擊無反應,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,14/一月/26 9:30 下午,21/四月/26 5:40 下午,
漏洞,RSGCL-11,58061,"0105【Uat】【R1】機台大廳-遊戲紀錄-記錄頁面移至中央,點擊上下頁會有異常情況",Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,14/一月/26 9:14 下午,21/四月/26 5:40 下午,
漏洞,RSGCMC-11,58059,0105【Uat】【R1】機台大廳-查帳按鈕點擊後無跳出查帳介面,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,14/一月/26 8:40 下午,21/四月/26 5:40 下午,
漏洞,RSGCSC-29,58058,0112 【Uat】【R1】機台遊戲四款-自動按鈕在自動轉期間無禁能,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,14/一月/26 8:19 下午,21/四月/26 5:40 下午,
改善,RSGCSC-25,58047,0112 【Uat】【R1】機台遊戲四款-全遊戲-快速切換說明頁，下方節點顯示異常,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,待辦,,14/一月/26 5:10 下午,18/三月/26 3:27 下午,
漏洞,RSGCGC-2,58046,0112 【Uat】【R1】機台遊戲四款-金雞報喜-繁中-遊戲說明文案與規格不符,LuluHsu,712020:e0539f60-c2ea-4126-91fc-2e267711c91b,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,14/一月/26 5:06 下午,21/四月/26 5:40 下午,
漏洞,RSGCGC-1,58043,0112 【Uat】【R1】機台遊戲四款-金雞報喜-繁中-廣告文文案與規格不符,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,14/一月/26 4:45 下午,21/四月/26 5:40 下午,
漏洞,RSGCHF-3,58030,0112【Uat】【R1】機台遊戲四款-開心農場-全語系-HELP順序規格確認,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,14/一月/26 2:06 下午,21/四月/26 5:40 下午,
漏洞,RSGCHF-2,58018,0112【Uat】【R1】機台遊戲四款-開心農場-全語系-CONGRATULATIONS!規格確認,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,14/一月/26 11:30 上午,21/四月/26 5:40 下午,
漏洞,RSGCLD-3,58017,0112【Uat】【R1】機台遊戲四款-狗來富-當局有贏分且確認歷史紀錄已有截圖，回到遊戲未顯示預設盤面,Gms,5d147d02e207030bd3c6bdd2,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,14/一月/26 11:26 上午,21/四月/26 5:40 下午,
漏洞,RSGCL-10,57933,0105【Uat】【R1】機台大廳-進入歷史紀錄後返回大廳，實體按鍵音效未清除,Gms,5d147d02e207030bd3c6bdd2,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,13/一月/26 6:15 下午,20/一月/26 3:15 下午,
漏洞,RSGCLD-2,57928,0112【Uat】【R1】機台遊戲四款-狗來富-英文語系-FG無贏分時的結算頁面，確認按鈕文字顯示確認,Gms,5d147d02e207030bd3c6bdd2,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,13/一月/26 5:20 下午,21/四月/26 5:40 下午,
漏洞,RSGCHF-1,57927,0112【Uat】【R1】機台遊戲四款-開心農場-全語系-EXTRA BONUS的e、n、u顯示小寫,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,13/一月/26 4:55 下午,21/四月/26 5:40 下午,
漏洞,RSGCSC-24,57889,"0105【Uat】【R1】機台遊戲六款-勇闖黃金城/狗來富-消除掉落時,右上遊戲單號會變動",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,13/一月/26 10:50 上午,21/四月/26 5:40 下午,
漏洞,RSGCLD-1,57888,0112【Uat】【R1】機台遊戲四款-狗來富-遊戲紀錄截圖會截到大獎贏分動畫,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,13/一月/26 10:44 上午,21/四月/26 5:40 下午,
漏洞,RSGCRM-1,57806,0112【Uat】【R1】機台遊戲四款-麻將發了-英文-背景音效/消除音效為中文,kemeterchang,712020:89412c0f-f142-4686-9760-6139539212fe,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,12/一月/26 10:04 下午,21/四月/26 5:40 下午,
漏洞,RSGCSC-22,57772,0105【Uat】【R1】機台遊戲六款-遊戲中開啟系統設定頁，一段時間後返回出現code:-2訊息,Gms,5d147d02e207030bd3c6bdd2,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,12/一月/26 6:57 下午,20/一月/26 11:59 上午,
漏洞,RSGCMC-9,57771,0105【Uat】【R1】機台大廳-系統事件記錄不一致,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,觀察中,,12/一月/26 6:43 下午,20/一月/26 3:20 下午,
漏洞,RSGCSC-23,57763,0105【Uat】【R1】機台遊戲六款-加載進度條動畫異常（會有倒退情況）,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,12/一月/26 2:40 下午,21/四月/26 5:40 下午,
漏洞,RSGCSC-21,57757,"0105【Uat】【R1】機台遊戲六款- 於遊戲內調整面額，回到遊戲大廳總分面額才會變更,更新有時間差",Gms,5d147d02e207030bd3c6bdd2,QA-WillChou,712020:bd380602-c207-428e-bd52-952ff52a09cb,Medium,未解決問題,,12/一月/26 11:59 上午,13/一月/26 10:42 上午,
漏洞,RSGCRM2-13,57751,0105【Uat】【R1】機台遊戲六款-麻將發了2-胡的symbol機率性卡住,kemeterchang,712020:89412c0f-f142-4686-9760-6139539212fe,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,12/一月/26 10:07 上午,21/四月/26 5:40 下午,
漏洞,RSGCPOW-6,57607,"0105【Uat】【R1】機台遊戲六款-雷神之錘-bonus*3+消除掉落,無期待動畫",Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-WillChou,712020:bd380602-c207-428e-bd52-952ff52a09cb,Medium,結案,,09/一月/26 4:53 下午,21/四月/26 5:41 下午,
漏洞,RSGCLEG-11,57604,0105【Uat】【R1】機台遊戲六款-戰神呂布-版面有3個B1，其他Symbol觸發消除時未觸發期待表現,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,09/一月/26 4:23 下午,21/四月/26 5:41 下午,
漏洞,RSGCFA-11,57594,"0105【Uat】【R1】機台遊戲六款-勇闖黃金城-免遊領獎畫面,下方""按下 旋轉 結束免費旋轉""文案與領獎按鈕無同步展示",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,09/一月/26 11:57 上午,21/四月/26 5:41 下午,
漏洞,RSGCCNY3-6,57593,0105【Uat】【R1】機台遊戲六款-大過年3-免遊符號連線會顯示贏分0,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,09/一月/26 11:31 上午,21/四月/26 5:41 下午,
漏洞,RSGCSC-20,57592,"0105【Uat】【R1】機台遊戲六款-長時間遊玩後,返回大廳會有黑畫面的情況發生",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,觀察中,,09/一月/26 10:58 上午,21/四月/26 5:41 下午,
漏洞,RSGCMC-28,57586,0105【Uat】【R1】機台大廳-實體自動按鈕在FG中不正常亮起,Gms,5d147d02e207030bd3c6bdd2,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,觀察中,,09/一月/26 9:19 上午,19/一月/26 3:58 下午,
漏洞,RSGCFA-10,57551,"0105【Uat】【R1】機台遊戲六款-勇闖黃金城-免遊領獎畫面結束後,下方總贏分會先展示免遊最後一把贏分",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,08/一月/26 10:28 下午,21/四月/26 5:41 下午,
漏洞,RSGCFA-9,57550,"0105【Uat】【R1】機台遊戲六款-勇闖黃金城-進入免遊後,額外押分按鈕消失",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,08/一月/26 10:14 下午,21/四月/26 5:41 下午,
漏洞,RSGCRM2-12,57549,"0105【Uat】【R1】機台遊戲六款-麻將發了2-進入免遊後斷線重連,額外押分按鈕無禁能",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,08/一月/26 9:57 下午,21/四月/26 5:41 下午,
漏洞,RSGCL-9,57547,0105【Uat】【R1】機台大廳-歷史紀錄-版面配置與規格文件不符,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,08/一月/26 7:33 下午,21/四月/26 5:41 下午,
漏洞,RSGCCNY3-5,57543,0105【Uat】【R1】機台遊戲六款-大過年3-斷線重連後會卡在100％無法進入遊戲,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,08/一月/26 6:50 下午,21/四月/26 5:41 下午,
漏洞,RSGCRM2-11,57519,0105【Uat】【R1】機台遊戲六款-麻將發了2-英文-說明頁-百搭圖示為英文圖示,kemeterchang,712020:89412c0f-f142-4686-9760-6139539212fe,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,08/一月/26 5:35 下午,21/四月/26 5:41 下午,
漏洞,RSGCRM2-10,57518,0105【Uat】【R1】機台遊戲六款-麻將發了2-額外押分按鈕不須等待動畫播放完畢即可點擊其他功能,kemeterchang,712020:89412c0f-f142-4686-9760-6139539212fe,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,08/一月/26 5:23 下午,21/四月/26 5:41 下午,
漏洞,RSGCLEG-10,57517,"0105【Uat】【R1】機台遊戲六款-戰神呂布-開啟快速轉,每一轉第一次消除掉落均不會有快速掉落效果",Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,08/一月/26 5:14 下午,21/四月/26 5:41 下午,
改善,RSGCSC-19,57516,"0105【Uat】【R1】機台遊戲六款-雷神之錘/戰神呂布-滾輪尚未停止時，點擊滾輪區域位置,會重複展示掉落動畫",Crimson 丹合,712020:363a0144-b688-4c80-b105-43b49fbefa89,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,待辦,,08/一月/26 5:10 下午,14/五月/26 11:19 上午,
漏洞,RSGCLEG-9,57450,0105【Uat】【R1】機台遊戲六款-戰神呂布-斷線重連-當局若有消除，掉落的BOUNS符號有機會消失,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,08/一月/26 2:54 下午,21/四月/26 5:41 下午,
漏洞,RSGCFA-8,57449,0105【Uat】【R1】機台遊戲六款-勇闖黃金城-大獎動畫播放一段時間後會停止播放,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,08/一月/26 2:49 下午,21/四月/26 5:41 下午,
漏洞,RSGCPOW-5,57448,0105【Uat】【R1】機台遊戲六款-雷神之錘-免遊大獎跑分時，上方獲得金額顯示為0,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-WillChou,712020:bd380602-c207-428e-bd52-952ff52a09cb,Medium,結案,,08/一月/26 2:43 下午,21/四月/26 5:41 下午,
漏洞,RSGCCNY3-4,57436,0105【Uat】【R1】機台遊戲六款-大過年3-動態symbol在點擊任何按鈕後會停止動畫,grace,712020:afdf8426-d95b-4dfb-86ec-5b42391ad354,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,08/一月/26 12:02 下午,27/一月/26 10:45 上午,
漏洞,RSGCPOW-4,57435,"0105【Uat】【R1】機台遊戲六款-雷神之錘-免遊中bonus符號3,4,5顆連線贏分錯誤",Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-WillChou,712020:bd380602-c207-428e-bd52-952ff52a09cb,Medium,結案,,08/一月/26 11:56 上午,21/四月/26 5:19 下午,
漏洞,RSGCLEG-8,57434,0105【Uat】【R1】機台遊戲六款-戰神呂布-FG-總倍數移動時會有重疊顯示狀況,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,08/一月/26 11:55 上午,21/四月/26 5:19 下午,
漏洞,RSGCFA-7,57433,"0105【Uat】【R1】機台遊戲六款-勇闖黃金城-繁體-開啟額外押分動畫,免費旋轉符號圖示顯示英文",阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,08/一月/26 11:44 上午,21/四月/26 5:19 下午,
漏洞,RSGCSC-18,57429,"0105【Uat】【R1】機台遊戲六款-大過年3/麻將發了2/勇闖黃金城-開啟額外押分後,Spin並斷線重連,重連後會再次播放開啟額外押分動畫",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,08/一月/26 11:24 上午,21/四月/26 5:19 下午,
漏洞,RSGCPOW-3,57427,0105【Uat】【R1】機台遊戲六款-雷神之錘-help-倍數符號特色 順序不一樣,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-WillChou,712020:bd380602-c207-428e-bd52-952ff52a09cb,Medium,結案,,08/一月/26 10:54 上午,21/四月/26 5:19 下午,
漏洞,RSGCCC-14,57391,0105【Uat】【R1】機台遊戲六款-有請財神-英文-說明頁-喜從天降後方美術圖為中文語系,LuluHsu,712020:e0539f60-c2ea-4126-91fc-2e267711c91b,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,07/一月/26 9:17 下午,21/四月/26 5:19 下午,
漏洞,RSGCSC-17,57390,"0105【Uat】【R1】機台遊戲六款-進入免遊後斷線重連,重連後會將斷線前贏分加入餘額",Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,07/一月/26 9:16 下午,21/四月/26 5:19 下午,
漏洞,RSGCL-8,57389,"0105【Uat】【R1】機台大廳-從遊戲返回大廳後,會有短暫卡頓情況發失",Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,07/一月/26 8:51 下午,21/四月/26 5:19 下午,
漏洞,RSGCFA-6,57388,0105【Uat】【R1】機台遊戲六款-勇闖黃金城-說明頁與規格文件不符以及部份文案錯誤,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,07/一月/26 7:59 下午,21/四月/26 5:19 下午,
